,run_number,round_number,turn_number,partner_after_action_name,partner_after_action_personality_vector,partner_after_action_emotional_state,partner_after_action_location_state,partner_after_action_current_action_probs,partner_after_action_conversation_partner
1051,3,9,318,Patrick,[0 0 0 0 1],[ 0.26979754 -0.56306589 -0.85737216],Lounge,"{stands_in_corner: 0.33738089407488414, leaves_room: 0.35496547035060605, starts_conversation: 0.30765363557450986}",Mauricio
1052,3,9,319,Vicki,[1 1 0 0 0],[-0.83310605  0.16927488  0.91881505],Hall,"{shouts: 0.06951694026241348, shares: 0.06031362027395739, leaves_conversation: 0.04994618568022257, makes_smalltalk: 0.05648926446613048, makes_deeptalk: 0.06759412118643399, gives_controversial_opinion: 0.06118037786894781, changes_the_topic: 0.05800292611691591, shows_interest: 0.06759412118643399, shows_concern: 0.05476176081344596, laughs: 0.05873011834320783, jokes: 0.05156345276105082, gives_an_insult: 0.08281930335028621, brags: 0.055169428541157806, yawns: 0.07390821639478656, supports: 0.04959085940432284, rants: 0.08281930335028621}",Lillian
1053,4,0,5,Patrick,[0 0 0 0 1],[-0.80310066  0.44459747  0.07376631],Kitchen,"{stands_in_corner: 0.3816995798782449, leaves_room: 0.34994907673349224, starts_conversation: 0.26835134338826305}",Agnes
1054,4,0,6,David,[1 0 0 1 0],[-0.51050934 -0.38539839 -0.1354623 ],Kitchen,"{stands_in_corner: 0.24765167670881563, leaves_room: 0.3193768073631556, starts_conversation: 0.43297151592802874}",Dorothy
1055,4,0,13,John,[1 1 0 1 1],[-0.70608952  0.82675245 -0.4059209 ],Kitchen,{},Donald
1056,4,0,20,Elisabeth,[1 0 1 1 0],[-0.12914219  0.52349295 -0.86430152],Kitchen,{},Andrew
1057,4,0,22,Andrew,[1 0 1 0 0],[ 0.07373141 -0.17138573 -0.20300159],Kitchen,"{stands_in_corner: 0.26133951087206925, leaves_room: 0.32378038594025393, starts_conversation: 0.4148801031876768}",Elisabeth
1058,4,0,23,Michael,[0 1 0 1 1],[-0.35758851  0.49534853 -0.61627577],Kitchen,"{stands_in_corner: 0.41908261742584596, leaves_room: 0.28998697694254455, starts_conversation: 0.29093040563160943}",Catherine
1059,4,0,24,Edith,[0 1 1 1 1],[-0.43567287 -0.21111708 -0.62236219],Lounge,"{stands_in_corner: 0.2863955637775171, leaves_room: 0.34362341669520624, starts_conversation: 0.36998101952727663}",Vicki
1060,4,0,27,Donald,[0 1 1 0 1],[-0.4729732   0.80518163  0.29824155],Kitchen,"{stands_in_corner: 0.3595676680509808, leaves_room: 0.3284763968277435, starts_conversation: 0.31195593512127584}",John
1061,4,0,28,Phyllis,[0 0 1 0 0],[-0.28914402  0.75362809 -0.54401891],Hall,"{stands_in_corner: 0.39186916499921387, leaves_room: 0.30216750999248126, starts_conversation: 0.30596332500830487}",Brian
1062,4,1,33,Agnes,[0 0 1 0 1],[ 0.95841832  0.70110089 -0.15775544],Kitchen,"{stands_in_corner: 0.37441248335220034, leaves_room: 0.3197895201855643, starts_conversation: 0.3057979964622353}",Patrick
1063,4,1,36,Brian,[1 1 1 0 0],[-0.87487326 -0.72839059  0.64989922],Hall,"{stands_in_corner: 0.24067589106460338, leaves_room: 0.34615741235547, starts_conversation: 0.4131666965799266}",Phyllis
1064,4,1,37,Patrick,[0 0 0 0 1],[-0.80310066  0.52459747  0.11376631],Kitchen,"{shouts: 0.05750760947994153, shares: 0.0467011115727693, leaves_conversation: 0.06519715010485921, makes_smalltalk: 0.0768038854602661, makes_deeptalk: 0.056485623513225815, gives_controversial_opinion: 0.05189535751413523, changes_the_topic: 0.044462839904457874, shows_interest: 0.056485623513225815, shows_concern: 0.09366595347419288, laughs: 0.05185068596693668, jokes: 0.04412761053704727, gives_an_insult: 0.0975709589707925, brags: 0.04646246673349639, yawns: 0.08490306761693518, supports: 0.05363486639966678, rants: 0.07224518923805145}",Agnes
1065,4,1,38,David,[1 0 0 1 0],[-0.50650934 -0.38539839 -0.1353623 ],Kitchen,"{stands_in_corner: 0.24765167670881563, leaves_room: 0.3193768073631556, starts_conversation: 0.43297151592802874}",Dorothy
1066,4,1,41,Martin,[1 0 0 1 1],[0.76033674 0.185867   0.15506166],Kitchen,"{stands_in_corner: 0.34373489255913814, leaves_room: 0.29225177246905887, starts_conversation: 0.364013334971803}",Donald
1067,4,1,43,Catherine,[1 0 1 1 1],[ 1.         -0.21831362  0.50439883],Kitchen,"{stands_in_corner: 0.2865685371624781, leaves_room: 0.29000420066070376, starts_conversation: 0.42342726217681825}",Michael
1068,4,1,45,John,[1 1 0 1 1],[-0.70308952  0.82975245 -0.4070209 ],Kitchen,"{shouts: 0.05566484038857984, shares: 0.052933904318345965, leaves_conversation: 0.052885182275272405, makes_smalltalk: 0.07910272220288043, makes_deeptalk: 0.06529526373181112, gives_controversial_opinion: 0.049274883019357785, changes_the_topic: 0.041287974253952184, shows_interest: 0.08266201337710666, shows_concern: 0.11940495285577232, laughs: 0.05506208627167049, jokes: 0.050264508140685844, gives_an_insult: 0.06269804845291459, brags: 0.048217539159468935, yawns: 0.0625164527539571, supports: 0.06461797113118868, rants: 0.058111657667035604}",Donald
1069,4,1,47,Vicki,[1 1 0 0 0],[ 0.19808833  0.49092143 -0.74713175],Lounge,"{stands_in_corner: 0.43033985910328043, leaves_room: 0.30410289099098015, starts_conversation: 0.26555724990573953}",Edith
1070,4,1,48,Jacquelyn,[0 0 0 1 1],[-0.38686242 -0.84056707 -0.27929978],Hall,"{stands_in_corner: 0.25081603200559605, leaves_room: 0.317130291520584, starts_conversation: 0.43205367647382004}",Nola
1071,4,1,50,Laquita,[1 1 0 0 1],[ 0.65770207 -0.2332981  -0.2259585 ],Hall,"{stands_in_corner: 0.3390557413149837, leaves_room: 0.31415774525961077, starts_conversation: 0.34678651342540545}",David
1072,4,1,51,Donald,[0 1 0 0 1],[0.80622534 0.78337604 0.85132842],Kitchen,"{stands_in_corner: 0.3801197079974276, leaves_room: 0.32190526311445755, starts_conversation: 0.29797502888811495}",Martin
1073,4,1,52,Elisabeth,[1 0 1 1 0],[-0.07914219  0.57349295 -0.86130152],Kitchen,"{shouts: 0.056803105655127625, shares: 0.07064630814150338, leaves_conversation: 0.04340500482143511, makes_smalltalk: 0.07008604756326342, makes_deeptalk: 0.08837993282997639, gives_controversial_opinion: 0.04673588292483058, changes_the_topic: 0.04044386131570989, shows_interest: 0.08837993282997639, shows_concern: 0.07754874745228975, laughs: 0.05861321216190146, jokes: 0.06148658080302221, gives_an_insult: 0.0429834980381161, brags: 0.05376172910807004, yawns: 0.05900271068493297, supports: 0.09461730906034656, rants: 0.047106136609497876}",Andrew
1074,4,1,54,Andrew,[1 0 1 0 0],[ 0.12573141 -0.12038573 -0.20200159],Kitchen,"{shouts: 0.024132209722049186, shares: 0.04195863229781279, leaves_conversation: 0.025568990834461167, makes_smalltalk: 0.03376932398724079, makes_deeptalk: 0.5925995675198305, gives_controversial_opinion: 0.02405875018553777, changes_the_topic: 0.027553679503872424, shows_interest: 0.02686616697382227, shows_concern: 0.0227200784197047, laughs: 0.026792707437310853, jokes: 0.021126668506461135, gives_an_insult: 0.020295832060847917, brags: 0.021200128042972555, yawns: 0.046980417586096654, supports: 0.02396376472917131, rants: 0.020413082192808126}",Elisabeth
1075,4,1,55,Michael,[0 1 0 1 1],[-0.30758851  0.24534853 -0.91627577],Kitchen,"{shouts: 0.05351873072670424, shares: 0.054058364317446594, leaves_conversation: 0.056720288364041554, makes_smalltalk: 0.08254081750290522, makes_deeptalk: 0.0613095921285729, gives_controversial_opinion: 0.04488916443962016, changes_the_topic: 0.04028184721710265, shows_interest: 0.07145403905084574, shows_concern: 0.12407666646151443, laughs: 0.05827215880911179, jokes: 0.05100579768795188, gives_an_insult: 0.057848597755410236, brags: 0.04864510588553996, yawns: 0.07013820323424151, supports: 0.072790153785454, rants: 0.052450472633537214}",
1076,4,1,56,Edith,[0 1 1 1 1],[-0.43267287 -0.20811708 -0.61736219],Lounge,"{shouts: 0.055155352149313906, shares: 0.05971606795561743, leaves_conversation: 0.07134531507996492, makes_smalltalk: 0.07257037641421699, makes_deeptalk: 0.06355558528157608, gives_controversial_opinion: 0.04466210261487561, changes_the_topic: 0.046452360318932975, shows_interest: 0.06355558528157608, shows_concern: 0.09013648277701185, laughs: 0.05377279749987265, jokes: 0.05456457698766172, gives_an_insult: 0.05482632094939217, brags: 0.05144098405192361, yawns: 0.08249189493775066, supports: 0.08092787675092131, rants: 0.05482632094939217}",Vicki
1077,4,1,57,David,[1 0 0 1 0],[ 0.78993146 -0.06813332 -0.17063504],Hall,"{stands_in_corner: 0.2960188039404519, leaves_room: 0.2855609083430287, starts_conversation: 0.41842028771651946}",Laquita
1078,4,1,59,Donald,[0 1 1 0 1],[-0.4719732   0.80818163  0.29734155],Kitchen,"{shouts: 0.07239079311553016, shares: 0.05038002973548688, leaves_conversation: 0.045347769719672505, makes_smalltalk: 0.10028971759427713, makes_deeptalk: 0.06551702246686943, gives_controversial_opinion: 0.06258587278069315, changes_the_topic: 0.03951975955731382, shows_interest: 0.055775665533810435, shows_concern: 0.06710632448706498, laughs: 0.05285892474429802, jokes: 0.0511252303731601, gives_an_insult: 0.08080825603415606, brags: 0.05404197116267251, yawns: 0.061099592875258714, supports: 0.060344813785580154, rants: 0.08080825603415606}",John
1079,4,1,60,Phyllis,[0 0 1 0 0],[-0.28014402  0.80262809 -0.53501891],Hall,"{shouts: 0.07132958573361367, shares: 0.057632962406521264, leaves_conversation: 0.039143066728155596, makes_smalltalk: 0.10557641544391004, makes_deeptalk: 0.07425214372688349, gives_controversial_opinion: 0.047927325677616414, changes_the_topic: 0.03749539142092001, shows_interest: 0.054470225900840254, shows_concern: 0.07135000632315217, laughs: 0.060543417176262423, jokes: 0.05233928354891224, gives_an_insult: 0.04972713481426208, brags: 0.06604801009953329, yawns: 0.06778495925389781, supports: 0.07487101910521403, rants: 0.06950905264030531}",Brian
1080,4,2,65,Agnes,[0 0 1 0 1],[ 0.96741832  0.73310089 -0.12875544],Kitchen,"{shouts: 0.047448382526748996, shares: 0.06169199171183022, leaves_conversation: 0.03725232055566444, makes_smalltalk: 0.06856322502430243, makes_deeptalk: 0.11523269442526834, gives_controversial_opinion: 0.03967428484734493, changes_the_topic: 0.03305166517682156, shows_interest: 0.10203925488587155, shows_concern: 0.05614779122044423, laughs: 0.09867657292884693, jokes: 0.04846546163720392, gives_an_insult: 0.05546124864903436, brags: 0.051828143594228535, yawns: 0.05724635188974378, supports: 0.07175936227761136, rants: 0.05546124864903436}",Patrick
1081,4,2,67,Nola,[1 0 0 0 0],[-0.74527708  0.6824553   0.75870507],Hall,"{stands_in_corner: 0.3223185091184915, leaves_room: 0.35938010471633647, starts_conversation: 0.318301386165172}",Jacquelyn
1082,4,2,68,Brian,[1 1 1 0 0],[-0.87587326 -0.72739059  0.64989922],Hall,"{shouts: 0.06442071868334955, shares: 0.07118393029101998, leaves_conversation: 0.054216308216722194, makes_smalltalk: 0.05486480319764013, makes_deeptalk: 0.08570953588190262, gives_controversial_opinion: 0.053253031415775635, changes_the_topic: 0.07773813976041707, shows_interest: 0.057797266297706096, shows_concern: 0.051165689168126395, laughs: 0.05268896642515826, jokes: 0.05312906203967732, gives_an_insult: 0.058810393286348676, brags: 0.05823736191222515, yawns: 0.08420999250230692, supports: 0.05517003349039635, rants: 0.06740476743122739}",Phyllis
1083,4,2,69,Patrick,[0 0 0 0 1],[-0.80510066  0.52859747  0.11276631],Kitchen,"{shouts: 0.05829365326886154, shares: 0.04600930320110004, leaves_conversation: 0.06372415864527693, makes_smalltalk: 0.07771075655932667, makes_deeptalk: 0.05629345563619839, gives_controversial_opinion: 0.05268140130305524, changes_the_topic: 0.0435673187365732, shows_interest: 0.05629345563619839, shows_concern: 0.0929607719373925, laughs: 0.051658518089909254, jokes: 0.04409639415193287, gives_an_insult: 0.09947655295737999, brags: 0.04643125034838198, yawns: 0.08339393815248425, supports: 0.05325828815128965, rants: 0.07415078322463896}",Agnes
1084,4,2,70,David,[1 0 0 1 0],[-0.50450934 -0.38439839 -0.1354623 ],Kitchen,"{stands_in_corner: 0.24765167670881563, leaves_room: 0.3193768073631556, starts_conversation: 0.43297151592802874}",Dorothy
1085,4,2,72,Robert,[0 1 1 0 0],[-0.07761017  0.89687877 -0.64805807],Hall,"{stands_in_corner: 0.4555428509619192, leaves_room: 0.27040868898253234, starts_conversation: 0.27404846005554845}",David
1086,4,2,73,Martin,[1 0 0 1 1],[0.76433674 0.189867   0.15506166],Kitchen,"{shouts: 0.04864712630950243, shares: 0.11775461378164696, leaves_conversation: 0.04173178249543391, makes_smalltalk: 0.05388912586833747, makes_deeptalk: 0.07631708023660343, gives_controversial_opinion: 0.044222803598112564, changes_the_topic: 0.04223954253767868, shows_interest: 0.10660601034130875, shows_concern: 0.08501836868107053, laughs: 0.06419849209892402, jokes: 0.054428712822145425, gives_an_insult: 0.046298602476414964, brags: 0.05225844187833485, yawns: 0.06264638952498969, supports: 0.0624070001690475, rants: 0.041335907180449}",Donald
1087,4,2,74,Robin,[0 0 0 0 0],[-0.94340479  0.29851694  0.67455601],Lounge,"{stands_in_corner: 0.2895846849875309, leaves_room: 0.39692333283848935, starts_conversation: 0.3134919821739797}",David
1088,4,2,76,David,[0 1 0 0 0],[-0.01353501 -0.46655719  0.23845656],Hall,"{stands_in_corner: 0.24622969008918585, leaves_room: 0.3274301976325975, starts_conversation: 0.42634011227821667}",Robert
1089,4,2,77,John,[1 1 0 1 1],[-0.70608952  0.82975245 -0.4090209 ],Kitchen,"{shouts: 0.055657833600522746, shares: 0.05293134266368811, leaves_conversation: 0.052838331506163606, makes_smalltalk: 0.07922430752047786, makes_deeptalk: 0.06531794199614209, gives_controversial_opinion: 0.04926787623130069, changes_the_topic: 0.04126157244480038, shows_interest: 0.08268469164143762, shows_concern: 0.1193989181801373, laughs: 0.05508476453600144, jokes: 0.050266911285568844, gives_an_insult: 0.0626520585661371, brags: 0.048219942304351934, yawns: 0.06248240709017014, supports: 0.06464543265284207, rants: 0.058065667780258144}",Donald
1090,4,2,78,Catherine,[1 0 1 1 1],[1.         0.08168638 0.80439883],Kitchen,"{shouts: 0.05419970410643723, shares: 0.10447512405818439, leaves_conversation: 0.03985579717225397, makes_smalltalk: 0.0541617602953403, makes_deeptalk: 0.08256941402383286, gives_controversial_opinion: 0.04858543506965724, changes_the_topic: 0.052321298346496896, shows_interest: 0.08256941402383286, shows_concern: 0.06700371080173086, laughs: 0.05790286490902113, jokes: 0.06316764006446109, gives_an_insult: 0.04688788355688527, brags: 0.06024750616928084, yawns: 0.06602596503437551, supports: 0.07313859881132409, rants: 0.04688788355688527}",Maria
1091,4,2,79,Vicki,[1 1 0 0 0],[ 0.20108833  0.49392143 -0.74713175],Lounge,"{shouts: 0.05597407967539919, shares: 0.0726959710244207, leaves_conversation: 0.05125122114150443, makes_smalltalk: 0.07104029752458212, makes_deeptalk: 0.08135259760483689, gives_controversial_opinion: 0.04763751728193352, changes_the_topic: 0.045212807877203845, shows_interest: 0.08135259760483689, shows_concern: 0.06427358410666928, laughs: 0.07248859476161072, jokes: 0.050633524339001514, gives_an_insult: 0.05248693674970083, brags: 0.05423950011910848, yawns: 0.07208596744318019, supports: 0.07478786599631053, rants: 0.05248693674970083}",Edith
1092,4,2,80,Jacquelyn,[0 0 0 1 1],[-0.39786242 -0.80856707 -0.24929978],Hall,"{shouts: 0.01986871741093621, shares: 0.027358104364992097, leaves_conversation: 0.04680314244784853, makes_smalltalk: 0.02377530102319476, makes_deeptalk: 0.019524837623464388, gives_controversial_opinion: 0.0198081598799782, changes_the_topic: 0.033364796647838986, shows_interest: 0.019642340285819952, shows_concern: 0.5889360994804339, laughs: 0.01949488909628726, jokes: 0.017199787510382696, gives_an_insult: 0.019504963701947788, brags: 0.017177680426032262, yawns: 0.08918859645391974, supports: 0.01889967555650304, rants: 0.019452908090420228}",Nola
1093,4,2,82,Laquita,[1 1 0 0 1],[ 0.66870207 -0.2012981  -0.1949585 ],Hall,"{shouts: 0.050088400928898005, shares: 0.11197355602681548, leaves_conversation: 0.05845748230959814, makes_smalltalk: 0.05642430913445763, makes_deeptalk: 0.07454718624378627, gives_controversial_opinion: 0.045212151596279955, changes_the_topic: 0.05001112565512483, shows_interest: 0.07454718624378627, shows_concern: 0.06265258901248916, laughs: 0.06119073347724101, jokes: 0.04915190327573333, gives_an_insult: 0.06126079160597396, brags: 0.051080002945091324, yawns: 0.08194624824099264, supports: 0.060474335289820026, rants: 0.05098199801391204}",David
1094,4,2,83,Donald,[0 1 0 0 1],[0.80822534 0.78137604 0.85282842],Kitchen,"{shouts: 0.0598158330456167, shares: 0.04928132627976023, leaves_conversation: 0.05021141487094953, makes_smalltalk: 0.05782861028151411, makes_deeptalk: 0.06478260402882878, gives_controversial_opinion: 0.05203224954497129, changes_the_topic: 0.036040268283624874, shows_interest: 0.06478260402882878, shows_concern: 0.061380063311419326, laughs: 0.060933258483909736, jokes: 0.10560167469616398, gives_an_insult: 0.06552255226064967, brags: 0.10781006299057891, yawns: 0.06350134428267719, supports: 0.05005643923596931, rants: 0.05041969437453766}",Martin
1095,4,2,84,Elisabeth,[1 0 1 1 0],[-0.02414219  0.62449295 -0.86130152],Kitchen,"{shouts: 0.05673022525278898, shares: 0.07067766449812128, leaves_conversation: 0.04219682386284333, makes_smalltalk: 0.0709341717389366, makes_deeptalk: 0.08910335377739759, gives_controversial_opinion: 0.04666300252249193, changes_the_topic: 0.040024677730243687, shows_interest: 0.08910335377739759, shows_concern: 0.07609052161154516, laughs: 0.05933663310932264, jokes: 0.061578474593737643, gives_an_insult: 0.042657955038738246, brags: 0.05385362289878547, yawns: 0.058170153715289045, supports: 0.09609877226224087, rants: 0.046780593610120026}",Andrew
1096,4,2,86,Andrew,[1 0 1 0 0],[ 0.17473141 -0.07138573 -0.20300159],Kitchen,"{shouts: 0.024229153980842758, shares: 0.04394176586446938, leaves_conversation: 0.02421167659070069, makes_smalltalk: 0.03456865248789862, makes_deeptalk: 0.5934914991744134, gives_controversial_opinion: 0.024155694444331337, changes_the_topic: 0.026554500942671172, shows_interest: 0.027758098628405118, shows_concern: 0.022376346913494716, laughs: 0.0276846390918937, jokes: 0.02142494304312142, gives_an_insult: 0.019998588809517957, brags: 0.02149840257963284, yawns: 0.043495792370281866, supports: 0.024494406136847034, rants: 0.020115838941478163}",Elisabeth
1097,4,2,87,Maria,[0 1 1 1 0],[-0.69481774 -0.39772204  0.38400036],Kitchen,"{stands_in_corner: 0.22244972880939626, leaves_room: 0.2933883990819357, starts_conversation: 0.4841618721086681}",Catherine
1098,4,2,88,Edith,[0 1 1 1 1],[-0.43767287 -0.17711708 -0.58736219],Lounge,"{shouts: 0.055188271127650484, shares: 0.05976466417296409, leaves_conversation: 0.0710313499215928, makes_smalltalk: 0.07264725391686104, makes_deeptalk: 0.06358481130766812, gives_controversial_opinion: 0.0446950215932122, changes_the_topic: 0.0464639873829125, shows_interest: 0.06358481130766812, shows_concern: 0.09008416702453247, laughs: 0.05380202352596469, jokes: 0.054583827980327036, gives_an_insult: 0.054841683450797325, brags: 0.05146023504458894, yawns: 0.08249676438180246, supports: 0.08092944441066015, rants: 0.054841683450797325}",Vicki
1099,4,2,89,David,[1 0 0 1 0],[ 0.79593146 -0.06413332 -0.17163504],Hall,"{shouts: 0.018473436040774612, shares: 0.11573574439636254, leaves_conversation: 0.014976908171605874, makes_smalltalk: 0.024278256068974824, makes_deeptalk: 0.029631215104375098, gives_controversial_opinion: 0.018404251430069858, changes_the_topic: 0.019267579327139087, shows_interest: 0.5961522233890992, shows_concern: 0.014758218958617557, laughs: 0.029557653298315188, jokes: 0.020475652252391698, gives_an_insult: 0.013704216229292139, brags: 0.020431800692163694, yawns: 0.02651269297718213, supports: 0.023935935434344465, rants: 0.013704216229292139}",Laquita
1100,4,2,91,Donald,[0 1 1 0 1],[-0.4699732   0.50918163  0.00134155],Kitchen,"{shouts: 0.07238902878339065, shares: 0.050363448905257256, leaves_conversation: 0.04532534334484014, makes_smalltalk: 0.1004713388663004, makes_deeptalk: 0.06552612814295278, gives_controversial_opinion: 0.06258410844855362, changes_the_topic: 0.03948580979696817, shows_interest: 0.055784771209893794, shows_concern: 0.06710649340036054, laughs: 0.05286803042038138, jokes: 0.05112365054671239, gives_an_insult: 0.0807586771817792, brags: 0.054040391336224805, yawns: 0.06106543896189854, supports: 0.06034866347270703, rants: 0.0807586771817792}",
1101,4,2,92,Phyllis,[0 0 1 0 0],[-0.27614402  0.80262809 -0.53191891],Hall,"{shouts: 0.0713799845542517, shares: 0.05721015770750041, leaves_conversation: 0.03847317636597299, makes_smalltalk: 0.10764007685849934, makes_deeptalk: 0.0743854922397396, gives_controversial_opinion: 0.04797772449825444, changes_the_topic: 0.03714378451634147, shows_interest: 0.054603574413696364, shows_concern: 0.0709754785360092, laughs: 0.060676765689118534, jokes: 0.05234038095914122, gives_an_insult: 0.049667718614004895, brags: 0.06604910750976227, yawns: 0.06713610457560358, supports: 0.07489083652205587, rants: 0.06944963644004812}",Brian
1102,4,2,95,Johnny,[1 0 1 0 1],[-0.29905906  0.89082882 -0.50713614],Lounge,"{stands_in_corner: 0.44863389557521377, leaves_room: 0.29374465382863346, starts_conversation: 0.2576214505961527}",Lillian
1103,4,3,96,David,[0 1 0 1 0],[-0.40688449  0.0986553   0.12585298],Lounge,"{stands_in_corner: 0.2894765695347184, leaves_room: 0.3028871816119076, starts_conversation: 0.4076362488533741}",Robin
1104,4,3,97,Agnes,[0 0 1 0 1],[ 0.96141832  0.74010089 -0.13075544],Kitchen,"{shouts: 0.046647638260738804, shares: 0.05848400677869224, leaves_conversation: 0.0365775201051394, makes_smalltalk: 0.06713214162993511, makes_deeptalk: 0.12000614817025201, gives_controversial_opinion: 0.038873540581334735, changes_the_topic: 0.03230970972404198, shows_interest: 0.10681270863085524, shows_concern: 0.05535209731305968, laughs: 0.10345002667383062, jokes: 0.04774834186220705, gives_an_insult: 0.05483003692969376, brags: 0.05111102381923166, yawns: 0.05628064478219424, supports: 0.06955437780909951, rants: 0.05483003692969376}",Patrick
1105,4,3,98,Donald,[0 1 1 0 1],[-0.4699732   0.50918163  0.00134155],Kitchen,"{shouts: 0.07238902878339065, shares: 0.050363448905257256, leaves_conversation: 0.04532534334484014, makes_smalltalk: 0.1004713388663004, makes_deeptalk: 0.06552612814295278, gives_controversial_opinion: 0.06258410844855362, changes_the_topic: 0.03948580979696817, shows_interest: 0.055784771209893794, shows_concern: 0.06710649340036054, laughs: 0.05286803042038138, jokes: 0.05112365054671239, gives_an_insult: 0.0807586771817792, brags: 0.054040391336224805, yawns: 0.06106543896189854, supports: 0.06034866347270703, rants: 0.0807586771817792}",Ronnie
1106,4,3,99,Nola,[1 0 0 0 0],[-0.73627708  0.7144553   0.78770507],Hall,"{shouts: 0.07052342102493081, shares: 0.05506749909704225, leaves_conversation: 0.04087025763597831, makes_smalltalk: 0.054121730803149, makes_deeptalk: 0.07193281255752942, gives_controversial_opinion: 0.06627458244444358, changes_the_topic: 0.04938993003288311, shows_interest: 0.07193281255752942, shows_concern: 0.04988620702687479, laughs: 0.055844232374222244, jokes: 0.04578900757260189, gives_an_insult: 0.10103594481083829, brags: 0.050037846153089115, yawns: 0.07141137303019095, supports: 0.04484639806785858, rants: 0.10103594481083829}",Jacquelyn
1107,4,3,100,Brian,[1 1 1 0 0],[-0.87487326 -0.72739059  0.64869922],Hall,"{shouts: 0.06442997559142945, shares: 0.07118087546360775, leaves_conversation: 0.05421876327971842, makes_smalltalk: 0.05487332112762266, makes_deeptalk: 0.085711713063758, gives_controversial_opinion: 0.053262288323855524, changes_the_topic: 0.07768224069359134, shows_interest: 0.05779944347956145, shows_concern: 0.0511755479932224, laughs: 0.05269114360701362, jokes: 0.053131268556545146, gives_an_insult: 0.05883162706575077, brags: 0.05823956842909299, yawns: 0.0841742117719624, supports: 0.055172010342638717, rants: 0.06742600121062949}",Phyllis
1108,4,3,101,Patrick,[0 0 0 0 1],[-0.79810066  0.53159747  0.11876631],Kitchen,"{shouts: 0.058285731788181104, shares: 0.04597768027714, leaves_conversation: 0.06369932074874697, makes_smalltalk: 0.07773501979601795, makes_deeptalk: 0.056285922528034445, gives_controversial_opinion: 0.0526734798223748, changes_the_topic: 0.043521886278914644, shows_interest: 0.056285922528034445, shows_concern: 0.09303931225588771, laughs: 0.05165098498174531, jokes: 0.044086608588608876, gives_an_insult: 0.09953375041514473, brags: 0.046421464785057986, yawns: 0.0833369465341813, supports: 0.05325798798952609, rants: 0.07420798068240368}",Agnes
1109,4,3,102,David,[1 0 0 1 0],[-0.50050934 -0.38439839 -0.1353623 ],Kitchen,"{stands_in_corner: 0.24765167670881563, leaves_room: 0.3193768073631556, starts_conversation: 0.43297151592802874}",Dorothy
1110,4,3,103,Mauricio,[1 1 1 1 0],[-0.89167425  0.39365653  0.18789257],Kitchen,"{stands_in_corner: 0.28809496021137915, leaves_room: 0.30391269063504545, starts_conversation: 0.4079923491535754}",Shawn
1111,4,3,104,Robert,[0 1 1 0 0],[-0.07061017  0.89687877 -0.64815807],Hall,"{shouts: 0.06690770231915515, shares: 0.06057354470187219, leaves_conversation: 0.04134989990484412, makes_smalltalk: 0.10207743537151688, makes_deeptalk: 0.07417317960286655, gives_controversial_opinion: 0.0466649255908634, changes_the_topic: 0.03714372390376513, shows_interest: 0.06143578235457401, shows_concern: 0.06975340676793967, laughs: 0.0661929472348644, jokes: 0.05514230216424891, gives_an_insult: 0.05121930323858662, brags: 0.06312253453225107, yawns: 0.06278745915603205, supports: 0.07749915266974074, rants: 0.06395670048687917}",David
1112,4,3,105,Martin,[1 0 0 1 1],[0.75933674 0.241867   0.14606166],Kitchen,"{shouts: 0.048611436938213404, shares: 0.1177511668733606, leaves_conversation: 0.04168477266780738, makes_smalltalk: 0.053846246726907784, makes_deeptalk: 0.0764541558963207, gives_controversial_opinion: 0.04418711422682354, changes_the_topic: 0.04215456627053138, shows_interest: 0.10674308600102603, shows_concern: 0.08498497336811478, laughs: 0.06433556775864128, jokes: 0.05445838205250033, gives_an_insult: 0.04626150131924312, brags: 0.05228811110868975, yawns: 0.06252702136047494, supports: 0.062413091408067924, rants: 0.04129880602327717}",Donald
1113,4,3,106,Robin,[0 0 0 0 0],[-0.94540479  0.29651694  0.67555601],Lounge,"{shouts: 0.034320510738509336, shares: 0.02023216944056909, leaves_conversation: 0.01984629428032051, makes_smalltalk: 0.030927850480887514, makes_deeptalk: 0.019437653938903468, gives_controversial_opinion: 0.03417347703927619, changes_the_topic: 0.02554842222780683, shows_interest: 0.019437653938903468, shows_concern: 0.023179598877649636, laughs: 0.019603357296337318, jokes: 0.020109271158092683, gives_an_insult: 0.053765006871725536, brags: 0.020182680470107142, yawns: 0.5895127441793167, supports: 0.015958302189869128, rants: 0.053765006871725536}",David
1114,4,3,107,Edith,[0 1 1 1 1],[-0.55676149 -1.         -0.23027683],Hall,"{stands_in_corner: 0.23120578756223994, leaves_room: 0.3009937132011912, starts_conversation: 0.46780049923656886}",Michael
1115,4,3,108,David,[0 1 0 0 0],[ 0.03946499 -0.41655719  0.23825656],Hall,"{shouts: 0.06011252960641179, shares: 0.06603341246582763, leaves_conversation: 0.055012278768989994, makes_smalltalk: 0.0628041954780478, makes_deeptalk: 0.058164182900349234, gives_controversial_opinion: 0.046112852363982215, changes_the_topic: 0.06628851722460698, shows_interest: 0.058164182900349234, shows_concern: 0.054490691172951786, laughs: 0.06628113832641992, jokes: 0.051733586646065276, gives_an_insult: 0.056721216854786136, brags: 0.05657225468317818, yawns: 0.1304029208036355, supports: 0.05438482294961229, rants: 0.056721216854786136}",Robert
